gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-5.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=210090 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1236 / 93750 positions
  played 100 games, 2585 / 93750 positions
  played 150 games, 3871 / 93750 positions
  played 200 games, 5129 / 93750 positions
  played 250 games, 6465 / 93750 positions
  played 300 games, 7830 / 93750 positions
  played 350 games, 9124 / 93750 positions
  played 400 games, 10388 / 93750 positions
  played 450 games, 11675 / 93750 positions
  played 500 games, 12946 / 93750 positions
  played 550 games, 14217 / 93750 positions
  played 600 games, 15483 / 93750 positions
  played 650 games, 16783 / 93750 positions
  played 700 games, 18106 / 93750 positions
  played 750 games, 19425 / 93750 positions
  played 800 games, 20753 / 93750 positions
  played 850 games, 22085 / 93750 positions
  played 900 games, 23396 / 93750 positions
  played 950 games, 24684 / 93750 positions
  played 1000 games, 26022 / 93750 positions
  played 1050 games, 27345 / 93750 positions
  played 1100 games, 28668 / 93750 positions
  played 1150 games, 29931 / 93750 positions
  played 1200 games, 31284 / 93750 positions
  played 1250 games, 32597 / 93750 positions
  played 1300 games, 33964 / 93750 positions
  played 1350 games, 35286 / 93750 positions
  played 1400 games, 36549 / 93750 positions
  played 1450 games, 37841 / 93750 positions
  played 1500 games, 39135 / 93750 positions
  played 1550 games, 40358 / 93750 positions
  played 1600 games, 41611 / 93750 positions
  played 1650 games, 42924 / 93750 positions
  played 1700 games, 44240 / 93750 positions
  played 1750 games, 45597 / 93750 positions
  played 1800 games, 46877 / 93750 positions
  played 1850 games, 48115 / 93750 positions
  played 1900 games, 49440 / 93750 positions
  played 1950 games, 50796 / 93750 positions
  played 2000 games, 52040 / 93750 positions
  played 2050 games, 53377 / 93750 positions
  played 2100 games, 54648 / 93750 positions
  played 2150 games, 56012 / 93750 positions
  played 2200 games, 57246 / 93750 positions
  played 2250 games, 58533 / 93750 positions
  played 2300 games, 59859 / 93750 positions
  played 2350 games, 61156 / 93750 positions
  played 2400 games, 62491 / 93750 positions
  played 2450 games, 63779 / 93750 positions
  played 2500 games, 65137 / 93750 positions
  played 2550 games, 66452 / 93750 positions
  played 2600 games, 67719 / 93750 positions
  played 2650 games, 68921 / 93750 positions
  played 2700 games, 70265 / 93750 positions
  played 2750 games, 71555 / 93750 positions
  played 2800 games, 72847 / 93750 positions
  played 2850 games, 74176 / 93750 positions
  played 2900 games, 75465 / 93750 positions
  played 2950 games, 76759 / 93750 positions
  played 3000 games, 78132 / 93750 positions
  played 3050 games, 79435 / 93750 positions
  played 3100 games, 80728 / 93750 positions
  played 3150 games, 82063 / 93750 positions
  played 3200 games, 83350 / 93750 positions
  played 3250 games, 84697 / 93750 positions
  played 3300 games, 85996 / 93750 positions
  played 3350 games, 87309 / 93750 positions
  played 3400 games, 88620 / 93750 positions
  played 3450 games, 89885 / 93750 positions
  played 3500 games, 91278 / 93750 positions
  played 3550 games, 92536 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-5.jnnw
