gen-data-wdl: n=93750 out=/root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-7.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=259806 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1277 / 93750 positions
  played 100 games, 2597 / 93750 positions
  played 150 games, 3927 / 93750 positions
  played 200 games, 5199 / 93750 positions
  played 250 games, 6487 / 93750 positions
  played 300 games, 7780 / 93750 positions
  played 350 games, 9127 / 93750 positions
  played 400 games, 10479 / 93750 positions
  played 450 games, 11721 / 93750 positions
  played 500 games, 13072 / 93750 positions
  played 550 games, 14391 / 93750 positions
  played 600 games, 15671 / 93750 positions
  played 650 games, 16947 / 93750 positions
  played 700 games, 18304 / 93750 positions
  played 750 games, 19607 / 93750 positions
  played 800 games, 20927 / 93750 positions
  played 850 games, 22229 / 93750 positions
  played 900 games, 23542 / 93750 positions
  played 950 games, 24825 / 93750 positions
  played 1000 games, 26076 / 93750 positions
  played 1050 games, 27376 / 93750 positions
  played 1100 games, 28716 / 93750 positions
  played 1150 games, 30003 / 93750 positions
  played 1200 games, 31285 / 93750 positions
  played 1250 games, 32582 / 93750 positions
  played 1300 games, 33935 / 93750 positions
  played 1350 games, 35234 / 93750 positions
  played 1400 games, 36459 / 93750 positions
  played 1450 games, 37780 / 93750 positions
  played 1500 games, 39152 / 93750 positions
  played 1550 games, 40500 / 93750 positions
  played 1600 games, 41823 / 93750 positions
  played 1650 games, 43152 / 93750 positions
  played 1700 games, 44458 / 93750 positions
  played 1750 games, 45763 / 93750 positions
  played 1800 games, 47016 / 93750 positions
  played 1850 games, 48353 / 93750 positions
  played 1900 games, 49686 / 93750 positions
  played 1950 games, 51061 / 93750 positions
  played 2000 games, 52364 / 93750 positions
  played 2050 games, 53733 / 93750 positions
  played 2100 games, 54992 / 93750 positions
  played 2150 games, 56314 / 93750 positions
  played 2200 games, 57620 / 93750 positions
  played 2250 games, 58852 / 93750 positions
  played 2300 games, 60164 / 93750 positions
  played 2350 games, 61452 / 93750 positions
  played 2400 games, 62797 / 93750 positions
  played 2450 games, 64054 / 93750 positions
  played 2500 games, 65347 / 93750 positions
  played 2550 games, 66669 / 93750 positions
  played 2600 games, 68053 / 93750 positions
  played 2650 games, 69366 / 93750 positions
  played 2700 games, 70686 / 93750 positions
  played 2750 games, 72016 / 93750 positions
  played 2800 games, 73287 / 93750 positions
  played 2850 games, 74612 / 93750 positions
  played 2900 games, 75923 / 93750 positions
  played 2950 games, 77189 / 93750 positions
  played 3000 games, 78471 / 93750 positions
  played 3050 games, 79746 / 93750 positions
  played 3100 games, 81077 / 93750 positions
  played 3150 games, 82362 / 93750 positions
  played 3200 games, 83643 / 93750 positions
  played 3250 games, 84948 / 93750 positions
  played 3300 games, 86200 / 93750 positions
  played 3350 games, 87512 / 93750 positions
  played 3400 games, 88825 / 93750 positions
  played 3450 games, 90081 / 93750 positions
  played 3500 games, 91320 / 93750 positions
  played 3550 games, 92700 / 93750 positions
wrote 93750 WDL records to /root/jass/jobs/results/cpx62-0314-endgame-data-aug/artefacts.src/self-7.jnnw
