gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp3-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=4685 nnue=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1661 / 37500 positions
  played 100 games, 3243 / 37500 positions
  played 150 games, 4866 / 37500 positions
  played 200 games, 6423 / 37500 positions
  played 250 games, 8057 / 37500 positions
  played 300 games, 9654 / 37500 positions
  played 350 games, 11248 / 37500 positions
  played 400 games, 12861 / 37500 positions
  played 450 games, 14359 / 37500 positions
  played 500 games, 15811 / 37500 positions
  played 550 games, 17374 / 37500 positions
  played 600 games, 18938 / 37500 positions
  played 650 games, 20584 / 37500 positions
  played 700 games, 22201 / 37500 positions
  played 750 games, 23739 / 37500 positions
  played 800 games, 25251 / 37500 positions
  played 850 games, 26761 / 37500 positions
  played 900 games, 28275 / 37500 positions
  played 950 games, 29919 / 37500 positions
  played 1000 games, 31534 / 37500 positions
  played 1050 games, 33064 / 37500 positions
  played 1100 games, 34664 / 37500 positions
  played 1150 games, 36243 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp3-5.jnnw
