gen-data-wdl: n=25000 out=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp0-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=2114 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1577 / 25000 positions
  played 100 games, 3169 / 25000 positions
  played 150 games, 4792 / 25000 positions
  played 200 games, 6366 / 25000 positions
  played 250 games, 7973 / 25000 positions
  played 300 games, 9518 / 25000 positions
  played 350 games, 11093 / 25000 positions
  played 400 games, 12501 / 25000 positions
  played 450 games, 14065 / 25000 positions
  played 500 games, 15667 / 25000 positions
  played 550 games, 17160 / 25000 positions
  played 600 games, 18779 / 25000 positions
  played 650 games, 20358 / 25000 positions
  played 700 games, 21866 / 25000 positions
  played 750 games, 23485 / 25000 positions
  played 800 games, 25000 / 25000 positions
wrote 25000 WDL records to /root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp0-3.jnnw
