gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp2-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=31465 nnue=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/gen1.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1493 / 37500 positions
  played 100 games, 3075 / 37500 positions
  played 150 games, 4675 / 37500 positions
  played 200 games, 6205 / 37500 positions
  played 250 games, 7707 / 37500 positions
  played 300 games, 9294 / 37500 positions
  played 350 games, 10816 / 37500 positions
  played 400 games, 12265 / 37500 positions
  played 450 games, 13688 / 37500 positions
  played 500 games, 15409 / 37500 positions
  played 550 games, 16926 / 37500 positions
  played 600 games, 18571 / 37500 positions
  played 650 games, 20076 / 37500 positions
  played 700 games, 21709 / 37500 positions
  played 750 games, 23211 / 37500 positions
  played 800 games, 24894 / 37500 positions
  played 850 games, 26403 / 37500 positions
  played 900 games, 27943 / 37500 positions
  played 950 games, 29581 / 37500 positions
  played 1000 games, 31141 / 37500 positions
  played 1050 games, 32679 / 37500 positions
  played 1100 games, 34338 / 37500 positions
  played 1150 games, 35852 / 37500 positions
  played 1200 games, 37426 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp2-7.jnnw
