gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp8-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=4007 nnue=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1666 / 37500 positions
  played 100 games, 3171 / 37500 positions
  played 150 games, 4704 / 37500 positions
  played 200 games, 6306 / 37500 positions
  played 250 games, 7955 / 37500 positions
  played 300 games, 9509 / 37500 positions
  played 350 games, 11035 / 37500 positions
  played 400 games, 12630 / 37500 positions
  played 450 games, 14160 / 37500 positions
  played 500 games, 15710 / 37500 positions
  played 550 games, 17178 / 37500 positions
  played 600 games, 18730 / 37500 positions
  played 650 games, 20310 / 37500 positions
  played 700 games, 21826 / 37500 positions
  played 750 games, 23369 / 37500 positions
  played 800 games, 24897 / 37500 positions
  played 850 games, 26417 / 37500 positions
  played 900 games, 28045 / 37500 positions
  played 950 games, 29663 / 37500 positions
  played 1000 games, 31220 / 37500 positions
  played 1050 games, 32791 / 37500 positions
  played 1100 games, 34273 / 37500 positions
  played 1150 games, 35853 / 37500 positions
  played 1200 games, 37398 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp8-7.jnnw
