gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp5-2.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=21764 nnue=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1417 / 37500 positions
  played 100 games, 3067 / 37500 positions
  played 150 games, 4540 / 37500 positions
  played 200 games, 6065 / 37500 positions
  played 250 games, 7677 / 37500 positions
  played 300 games, 9274 / 37500 positions
  played 350 games, 10787 / 37500 positions
  played 400 games, 12334 / 37500 positions
  played 450 games, 13847 / 37500 positions
  played 500 games, 15427 / 37500 positions
  played 550 games, 16972 / 37500 positions
  played 600 games, 18593 / 37500 positions
  played 650 games, 20228 / 37500 positions
  played 700 games, 21813 / 37500 positions
  played 750 games, 23369 / 37500 positions
  played 800 games, 24992 / 37500 positions
  played 850 games, 26481 / 37500 positions
  played 900 games, 28158 / 37500 positions
  played 950 games, 29724 / 37500 positions
  played 1000 games, 31242 / 37500 positions
  played 1050 games, 32843 / 37500 positions
  played 1100 games, 34307 / 37500 positions
  played 1150 games, 35842 / 37500 positions
  played 1200 games, 37450 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp5-2.jnnw
