gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp5-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=29222 nnue=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1692 / 37500 positions
  played 100 games, 3227 / 37500 positions
  played 150 games, 4874 / 37500 positions
  played 200 games, 6516 / 37500 positions
  played 250 games, 8077 / 37500 positions
  played 300 games, 9709 / 37500 positions
  played 350 games, 11232 / 37500 positions
  played 400 games, 12833 / 37500 positions
  played 450 games, 14332 / 37500 positions
  played 500 games, 15901 / 37500 positions
  played 550 games, 17422 / 37500 positions
  played 600 games, 19026 / 37500 positions
  played 650 games, 20520 / 37500 positions
  played 700 games, 22118 / 37500 positions
  played 750 games, 23702 / 37500 positions
  played 800 games, 25175 / 37500 positions
  played 850 games, 26674 / 37500 positions
  played 900 games, 28184 / 37500 positions
  played 950 games, 29641 / 37500 positions
  played 1000 games, 31220 / 37500 positions
  played 1050 games, 32686 / 37500 positions
  played 1100 games, 34269 / 37500 positions
  played 1150 games, 35883 / 37500 positions
  played 1200 games, 37495 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp5-3.jnnw
