gen-data-wdl: n=37500 out=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp1-7.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=19846 nnue=/root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1609 / 37500 positions
  played 100 games, 3163 / 37500 positions
  played 150 games, 4746 / 37500 positions
  played 200 games, 6259 / 37500 positions
  played 250 games, 7868 / 37500 positions
  played 300 games, 9320 / 37500 positions
  played 350 games, 10920 / 37500 positions
  played 400 games, 12525 / 37500 positions
  played 450 games, 14070 / 37500 positions
  played 500 games, 15648 / 37500 positions
  played 550 games, 17191 / 37500 positions
  played 600 games, 18810 / 37500 positions
  played 650 games, 20346 / 37500 positions
  played 700 games, 21890 / 37500 positions
  played 750 games, 23450 / 37500 positions
  played 800 games, 25044 / 37500 positions
  played 850 games, 26688 / 37500 positions
  played 900 games, 28289 / 37500 positions
  played 950 games, 29843 / 37500 positions
  played 1000 games, 31324 / 37500 positions
  played 1050 games, 32914 / 37500 positions
  played 1100 games, 34450 / 37500 positions
  played 1150 games, 36079 / 37500 positions
wrote 37500 WDL records to /root/jass/jobs/results/ccx33-0231-rfe-baseline32/artefacts.src/sp1-7.jnnw
