idx,pieces,band,label_wdl,arb_score_raw,tb_verdict
1555,34,3,-1,0,
1556,30,3,1,5,
1557,32,3,0,-1,
1558,30,3,1,90,
1559,33,3,1,123,
1560,33,3,1,-42,
1561,35,3,1,36,
1562,29,3,1,-130,
1563,38,3,1,2,
1564,30,3,-1,0,
1565,30,3,1,50,
1566,29,3,1,-2,
1567,34,3,-1,0,
1568,35,3,-1,-41,
1569,32,3,-1,83,
1570,29,3,-1,-43,
1571,29,3,-1,44,
1572,31,3,1,42,
1573,30,3,-1,0,
1574,29,3,0,-44,
1575,33,3,1,35,
1576,34,3,-1,0,
1577,32,3,-1,0,
1578,33,3,1,43,
1579,33,3,-1,-43,
1580,36,3,-1,1,
1581,29,3,-1,1,
1582,36,3,-1,4,
1583,37,3,-1,-42,
1584,34,3,-1,2,
1585,37,3,0,39,
1586,29,3,1,133,
1587,29,3,-1,110,
1588,34,3,1,2,
1589,36,3,0,7,
1590,30,3,0,-3,
1591,31,3,1,47,
1592,34,3,-1,-76,
1593,32,3,-1,3,
1594,34,3,-1,-86,
1595,34,3,0,6,
1596,30,3,-1,-89,
1597,31,3,-1,-45,
1598,31,3,-1,43,
1599,37,3,0,-43,
