input : /root/jass/jobs/results/0131-phase3-scan-bootstrap-full/artefacts.src/master-sample-1500K.jnnw (1500000 records, processing 187500 from offset 1125000)
  1000/187500  (0.5%)  rate=208.5 pos/s  eta=14.9 min  skipped=177
  2000/187500  (1.1%)  rate=208.6 pos/s  eta=14.8 min  skipped=370
  3000/187500  (1.6%)  rate=204.2 pos/s  eta=15.1 min  skipped=570
  4000/187500  (2.1%)  rate=201.0 pos/s  eta=15.2 min  skipped=766
  5000/187500  (2.7%)  rate=199.2 pos/s  eta=15.3 min  skipped=939
  6000/187500  (3.2%)  rate=199.2 pos/s  eta=15.2 min  skipped=1120
  7000/187500  (3.7%)  rate=200.8 pos/s  eta=15.0 min  skipped=1286
  8000/187500  (4.3%)  rate=201.7 pos/s  eta=14.8 min  skipped=1494
  9000/187500  (4.8%)  rate=201.2 pos/s  eta=14.8 min  skipped=1660
  10000/187500  (5.3%)  rate=200.3 pos/s  eta=14.8 min  skipped=1831
  11000/187500  (5.9%)  rate=200.9 pos/s  eta=14.6 min  skipped=2013
  12000/187500  (6.4%)  rate=201.3 pos/s  eta=14.5 min  skipped=2205
  13000/187500  (6.9%)  rate=202.2 pos/s  eta=14.4 min  skipped=2384
  14000/187500  (7.5%)  rate=202.8 pos/s  eta=14.3 min  skipped=2577
  15000/187500  (8.0%)  rate=202.7 pos/s  eta=14.2 min  skipped=2758
  16000/187500  (8.5%)  rate=201.8 pos/s  eta=14.2 min  skipped=2918
  17000/187500  (9.1%)  rate=201.0 pos/s  eta=14.1 min  skipped=3088
  18000/187500  (9.6%)  rate=201.3 pos/s  eta=14.0 min  skipped=3286
  19000/187500  (10.1%)  rate=201.1 pos/s  eta=14.0 min  skipped=3476
  20000/187500  (10.7%)  rate=201.1 pos/s  eta=13.9 min  skipped=3667
  21000/187500  (11.2%)  rate=201.4 pos/s  eta=13.8 min  skipped=3863
  22000/187500  (11.7%)  rate=201.4 pos/s  eta=13.7 min  skipped=4061
  23000/187500  (12.3%)  rate=201.5 pos/s  eta=13.6 min  skipped=4238
  24000/187500  (12.8%)  rate=201.5 pos/s  eta=13.5 min  skipped=4425
  25000/187500  (13.3%)  rate=201.5 pos/s  eta=13.4 min  skipped=4635
  26000/187500  (13.9%)  rate=201.0 pos/s  eta=13.4 min  skipped=4826
  27000/187500  (14.4%)  rate=200.8 pos/s  eta=13.3 min  skipped=5010
  28000/187500  (14.9%)  rate=200.6 pos/s  eta=13.3 min  skipped=5197
  29000/187500  (15.5%)  rate=200.6 pos/s  eta=13.2 min  skipped=5374
  30000/187500  (16.0%)  rate=200.7 pos/s  eta=13.1 min  skipped=5575
  31000/187500  (16.5%)  rate=200.0 pos/s  eta=13.0 min  skipped=5750
  32000/187500  (17.1%)  rate=200.6 pos/s  eta=12.9 min  skipped=5935
  33000/187500  (17.6%)  rate=200.9 pos/s  eta=12.8 min  skipped=6109
  34000/187500  (18.1%)  rate=201.1 pos/s  eta=12.7 min  skipped=6315
  35000/187500  (18.7%)  rate=200.5 pos/s  eta=12.7 min  skipped=6505
  36000/187500  (19.2%)  rate=200.3 pos/s  eta=12.6 min  skipped=6685
  37000/187500  (19.7%)  rate=199.8 pos/s  eta=12.6 min  skipped=6855
  38000/187500  (20.3%)  rate=199.7 pos/s  eta=12.5 min  skipped=7033
  39000/187500  (20.8%)  rate=199.5 pos/s  eta=12.4 min  skipped=7220
  40000/187500  (21.3%)  rate=198.8 pos/s  eta=12.4 min  skipped=7392
  41000/187500  (21.9%)  rate=198.1 pos/s  eta=12.3 min  skipped=7563
  42000/187500  (22.4%)  rate=197.6 pos/s  eta=12.3 min  skipped=7715
  43000/187500  (22.9%)  rate=197.5 pos/s  eta=12.2 min  skipped=7886
  44000/187500  (23.5%)  rate=197.3 pos/s  eta=12.1 min  skipped=8070
  45000/187500  (24.0%)  rate=197.0 pos/s  eta=12.1 min  skipped=8230
  46000/187500  (24.5%)  rate=197.4 pos/s  eta=11.9 min  skipped=8422
  47000/187500  (25.1%)  rate=197.3 pos/s  eta=11.9 min  skipped=8584
  48000/187500  (25.6%)  rate=197.1 pos/s  eta=11.8 min  skipped=8747
  49000/187500  (26.1%)  rate=197.3 pos/s  eta=11.7 min  skipped=8950
  50000/187500  (26.7%)  rate=196.9 pos/s  eta=11.6 min  skipped=9119
  51000/187500  (27.2%)  rate=196.6 pos/s  eta=11.6 min  skipped=9284
  52000/187500  (27.7%)  rate=196.4 pos/s  eta=11.5 min  skipped=9462
  53000/187500  (28.3%)  rate=196.1 pos/s  eta=11.4 min  skipped=9628
  54000/187500  (28.8%)  rate=195.7 pos/s  eta=11.4 min  skipped=9802
  55000/187500  (29.3%)  rate=195.4 pos/s  eta=11.3 min  skipped=10002
  56000/187500  (29.9%)  rate=195.3 pos/s  eta=11.2 min  skipped=10181
  57000/187500  (30.4%)  rate=195.1 pos/s  eta=11.1 min  skipped=10362
  58000/187500  (30.9%)  rate=195.1 pos/s  eta=11.1 min  skipped=10535
  59000/187500  (31.5%)  rate=194.9 pos/s  eta=11.0 min  skipped=10722
  60000/187500  (32.0%)  rate=194.6 pos/s  eta=10.9 min  skipped=10927
  61000/187500  (32.5%)  rate=194.6 pos/s  eta=10.8 min  skipped=11114
  62000/187500  (33.1%)  rate=194.7 pos/s  eta=10.7 min  skipped=11303
  63000/187500  (33.6%)  rate=194.8 pos/s  eta=10.7 min  skipped=11500
  64000/187500  (34.1%)  rate=194.5 pos/s  eta=10.6 min  skipped=11691
  65000/187500  (34.7%)  rate=194.4 pos/s  eta=10.5 min  skipped=11876
  66000/187500  (35.2%)  rate=194.6 pos/s  eta=10.4 min  skipped=12077
  67000/187500  (35.7%)  rate=194.5 pos/s  eta=10.3 min  skipped=12268
  68000/187500  (36.3%)  rate=194.4 pos/s  eta=10.2 min  skipped=12457
  69000/187500  (36.8%)  rate=194.3 pos/s  eta=10.2 min  skipped=12647
  70000/187500  (37.3%)  rate=194.2 pos/s  eta=10.1 min  skipped=12825
  71000/187500  (37.9%)  rate=194.0 pos/s  eta=10.0 min  skipped=13007
  72000/187500  (38.4%)  rate=194.1 pos/s  eta=9.9 min  skipped=13184
  73000/187500  (38.9%)  rate=194.4 pos/s  eta=9.8 min  skipped=13358
  74000/187500  (39.5%)  rate=194.5 pos/s  eta=9.7 min  skipped=13571
  75000/187500  (40.0%)  rate=194.6 pos/s  eta=9.6 min  skipped=13747
  76000/187500  (40.5%)  rate=194.6 pos/s  eta=9.5 min  skipped=13941
  77000/187500  (41.1%)  rate=194.7 pos/s  eta=9.5 min  skipped=14140
  78000/187500  (41.6%)  rate=194.6 pos/s  eta=9.4 min  skipped=14325
  79000/187500  (42.1%)  rate=194.8 pos/s  eta=9.3 min  skipped=14505
  80000/187500  (42.7%)  rate=194.9 pos/s  eta=9.2 min  skipped=14701
  81000/187500  (43.2%)  rate=194.9 pos/s  eta=9.1 min  skipped=14888
  82000/187500  (43.7%)  rate=195.0 pos/s  eta=9.0 min  skipped=15065
  83000/187500  (44.3%)  rate=195.1 pos/s  eta=8.9 min  skipped=15248
  84000/187500  (44.8%)  rate=195.1 pos/s  eta=8.8 min  skipped=15446
  85000/187500  (45.3%)  rate=195.0 pos/s  eta=8.8 min  skipped=15626
  86000/187500  (45.9%)  rate=195.2 pos/s  eta=8.7 min  skipped=15797
  87000/187500  (46.4%)  rate=195.5 pos/s  eta=8.6 min  skipped=16006
  88000/187500  (46.9%)  rate=195.4 pos/s  eta=8.5 min  skipped=16185
  89000/187500  (47.5%)  rate=195.5 pos/s  eta=8.4 min  skipped=16353
  90000/187500  (48.0%)  rate=195.6 pos/s  eta=8.3 min  skipped=16529
  91000/187500  (48.5%)  rate=195.6 pos/s  eta=8.2 min  skipped=16720
  92000/187500  (49.1%)  rate=195.6 pos/s  eta=8.1 min  skipped=16907
  93000/187500  (49.6%)  rate=195.6 pos/s  eta=8.1 min  skipped=17083
  94000/187500  (50.1%)  rate=195.7 pos/s  eta=8.0 min  skipped=17279
  95000/187500  (50.7%)  rate=195.5 pos/s  eta=7.9 min  skipped=17465
  96000/187500  (51.2%)  rate=195.4 pos/s  eta=7.8 min  skipped=17629
  97000/187500  (51.7%)  rate=195.5 pos/s  eta=7.7 min  skipped=17817
  98000/187500  (52.3%)  rate=195.5 pos/s  eta=7.6 min  skipped=17990
  99000/187500  (52.8%)  rate=195.5 pos/s  eta=7.5 min  skipped=18188
  100000/187500  (53.3%)  rate=195.5 pos/s  eta=7.5 min  skipped=18395
  101000/187500  (53.9%)  rate=195.5 pos/s  eta=7.4 min  skipped=18596
  102000/187500  (54.4%)  rate=195.6 pos/s  eta=7.3 min  skipped=18794
  103000/187500  (54.9%)  rate=195.7 pos/s  eta=7.2 min  skipped=19005
  104000/187500  (55.5%)  rate=195.7 pos/s  eta=7.1 min  skipped=19198
  105000/187500  (56.0%)  rate=195.7 pos/s  eta=7.0 min  skipped=19385
  106000/187500  (56.5%)  rate=195.7 pos/s  eta=6.9 min  skipped=19581
  107000/187500  (57.1%)  rate=195.7 pos/s  eta=6.9 min  skipped=19779
  108000/187500  (57.6%)  rate=195.7 pos/s  eta=6.8 min  skipped=19981
  109000/187500  (58.1%)  rate=195.8 pos/s  eta=6.7 min  skipped=20173
  110000/187500  (58.7%)  rate=195.6 pos/s  eta=6.6 min  skipped=20334
  111000/187500  (59.2%)  rate=195.5 pos/s  eta=6.5 min  skipped=20524
  112000/187500  (59.7%)  rate=195.3 pos/s  eta=6.4 min  skipped=20697
  113000/187500  (60.3%)  rate=195.4 pos/s  eta=6.4 min  skipped=20889
  114000/187500  (60.8%)  rate=195.3 pos/s  eta=6.3 min  skipped=21090
  115000/187500  (61.3%)  rate=195.2 pos/s  eta=6.2 min  skipped=21274
  116000/187500  (61.9%)  rate=195.2 pos/s  eta=6.1 min  skipped=21475
  117000/187500  (62.4%)  rate=195.2 pos/s  eta=6.0 min  skipped=21662
  118000/187500  (62.9%)  rate=195.2 pos/s  eta=5.9 min  skipped=21850
  119000/187500  (63.5%)  rate=195.1 pos/s  eta=5.9 min  skipped=22035
  120000/187500  (64.0%)  rate=195.2 pos/s  eta=5.8 min  skipped=22225
  121000/187500  (64.5%)  rate=195.2 pos/s  eta=5.7 min  skipped=22419
