gen-data-wdl: n=31250 out=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp4-15.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=12766 nnue=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1304 / 31250 positions
  played 100 games, 2614 / 31250 positions
  played 150 games, 4028 / 31250 positions
  played 200 games, 5391 / 31250 positions
  played 250 games, 6731 / 31250 positions
  played 300 games, 8116 / 31250 positions
  played 350 games, 9464 / 31250 positions
  played 400 games, 10837 / 31250 positions
  played 450 games, 12172 / 31250 positions
  played 500 games, 13477 / 31250 positions
  played 550 games, 14860 / 31250 positions
  played 600 games, 16212 / 31250 positions
  played 650 games, 17604 / 31250 positions
  played 700 games, 18941 / 31250 positions
  played 750 games, 20203 / 31250 positions
  played 800 games, 21530 / 31250 positions
  played 850 games, 22931 / 31250 positions
  played 900 games, 24267 / 31250 positions
  played 950 games, 25599 / 31250 positions
  played 1000 games, 26966 / 31250 positions
  played 1050 games, 28264 / 31250 positions
  played 1100 games, 29540 / 31250 positions
  played 1150 games, 30968 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp4-15.jnnw
