gen-data-wdl: n=31250 out=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp6-2.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=14706 nnue=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1358 / 31250 positions
  played 100 games, 2807 / 31250 positions
  played 150 games, 4094 / 31250 positions
  played 200 games, 5435 / 31250 positions
  played 250 games, 6755 / 31250 positions
  played 300 games, 8059 / 31250 positions
  played 350 games, 9358 / 31250 positions
  played 400 games, 10744 / 31250 positions
  played 450 games, 12093 / 31250 positions
  played 500 games, 13459 / 31250 positions
  played 550 games, 14793 / 31250 positions
  played 600 games, 16122 / 31250 positions
  played 650 games, 17475 / 31250 positions
  played 700 games, 18770 / 31250 positions
  played 750 games, 20063 / 31250 positions
  played 800 games, 21364 / 31250 positions
  played 850 games, 22687 / 31250 positions
  played 900 games, 24031 / 31250 positions
  played 950 games, 25349 / 31250 positions
  played 1000 games, 26735 / 31250 positions
  played 1050 games, 28098 / 31250 positions
  played 1100 games, 29407 / 31250 positions
  played 1150 games, 30788 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp6-2.jnnw
