gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp0-9.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=1711 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1375 / 18750 positions
  played 100 games, 2690 / 18750 positions
  played 150 games, 3982 / 18750 positions
  played 200 games, 5294 / 18750 positions
  played 250 games, 6620 / 18750 positions
  played 300 games, 7913 / 18750 positions
  played 350 games, 9161 / 18750 positions
  played 400 games, 10463 / 18750 positions
  played 450 games, 11768 / 18750 positions
  played 500 games, 13096 / 18750 positions
  played 550 games, 14464 / 18750 positions
  played 600 games, 15781 / 18750 positions
  played 650 games, 17054 / 18750 positions
  played 700 games, 18431 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp0-9.jnnw
