gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp0-4.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=18784 nnue=(default embedded) quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1266 / 18750 positions
  played 100 games, 2567 / 18750 positions
  played 150 games, 3919 / 18750 positions
  played 200 games, 5287 / 18750 positions
  played 250 games, 6639 / 18750 positions
  played 300 games, 7893 / 18750 positions
  played 350 games, 9245 / 18750 positions
  played 400 games, 10536 / 18750 positions
  played 450 games, 11808 / 18750 positions
  played 500 games, 13177 / 18750 positions
  played 550 games, 14474 / 18750 positions
  played 600 games, 15745 / 18750 positions
  played 650 games, 17071 / 18750 positions
  played 700 games, 18385 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp0-4.jnnw
