gen-data-wdl: n=31250 out=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp4-3.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=17259 nnue=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1422 / 31250 positions
  played 100 games, 2749 / 31250 positions
  played 150 games, 4082 / 31250 positions
  played 200 games, 5415 / 31250 positions
  played 250 games, 6756 / 31250 positions
  played 300 games, 7973 / 31250 positions
  played 350 games, 9404 / 31250 positions
  played 400 games, 10755 / 31250 positions
  played 450 games, 12088 / 31250 positions
  played 500 games, 13421 / 31250 positions
  played 550 games, 14796 / 31250 positions
  played 600 games, 16166 / 31250 positions
  played 650 games, 17500 / 31250 positions
  played 700 games, 18857 / 31250 positions
  played 750 games, 20248 / 31250 positions
  played 800 games, 21553 / 31250 positions
  played 850 games, 22826 / 31250 positions
  played 900 games, 24115 / 31250 positions
  played 950 games, 25493 / 31250 positions
  played 1000 games, 26847 / 31250 positions
  played 1050 games, 28220 / 31250 positions
  played 1100 games, 29599 / 31250 positions
  played 1150 games, 30953 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp4-3.jnnw
