gen-data-wdl: n=31250 out=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp5-15.jnnw eval_depth=6 play_depth=8 max_plies=200 seed=20666 nnue=/root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/gen4.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=late-mid:12,endgame:16 play_depth_by_phase=late-mid:12,endgame:16
  played 50 games, 1385 / 31250 positions
  played 100 games, 2669 / 31250 positions
  played 150 games, 3994 / 31250 positions
  played 200 games, 5274 / 31250 positions
  played 250 games, 6594 / 31250 positions
  played 300 games, 7973 / 31250 positions
  played 350 games, 9360 / 31250 positions
  played 400 games, 10779 / 31250 positions
  played 450 games, 12219 / 31250 positions
  played 500 games, 13530 / 31250 positions
  played 550 games, 14845 / 31250 positions
  played 600 games, 16145 / 31250 positions
  played 650 games, 17447 / 31250 positions
  played 700 games, 18826 / 31250 positions
  played 750 games, 20100 / 31250 positions
  played 800 games, 21426 / 31250 positions
  played 850 games, 22719 / 31250 positions
  played 900 games, 24065 / 31250 positions
  played 950 games, 25393 / 31250 positions
  played 1000 games, 26738 / 31250 positions
  played 1050 games, 28053 / 31250 positions
  played 1100 games, 29459 / 31250 positions
  played 1150 games, 30732 / 31250 positions
wrote 31250 WDL records to /root/jass/jobs/results/cpx62-0297-saturate-loop/artefacts.src/sp5-15.jnnw
