gen-data-wdl: n=30000 out=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp6.2.jnnw eval_depth=4 play_depth=10 max_plies=200 seed=465519917 nnue=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1649 / 30000 positions
  played 100 games, 3358 / 30000 positions
  played 150 games, 5079 / 30000 positions
  played 200 games, 6787 / 30000 positions
  played 250 games, 8467 / 30000 positions
  played 300 games, 10256 / 30000 positions
  played 350 games, 11994 / 30000 positions
  played 400 games, 13792 / 30000 positions
  played 450 games, 15462 / 30000 positions
  played 500 games, 17217 / 30000 positions
  played 550 games, 18793 / 30000 positions
  played 600 games, 20432 / 30000 positions
  played 650 games, 22086 / 30000 positions
  played 700 games, 23769 / 30000 positions
  played 750 games, 25485 / 30000 positions
  played 800 games, 27161 / 30000 positions
  played 850 games, 28794 / 30000 positions
wrote 30000 WDL records to /root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp6.2.jnnw
