gen-data-wdl: n=30000 out=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp3.6.jnnw eval_depth=4 play_depth=10 max_plies=200 seed=289204865 nnue=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/gen2.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1757 / 30000 positions
  played 100 games, 3403 / 30000 positions
  played 150 games, 5164 / 30000 positions
  played 200 games, 6781 / 30000 positions
  played 250 games, 8433 / 30000 positions
  played 300 games, 10105 / 30000 positions
  played 350 games, 11705 / 30000 positions
  played 400 games, 13344 / 30000 positions
  played 450 games, 15100 / 30000 positions
  played 500 games, 16941 / 30000 positions
  played 550 games, 18624 / 30000 positions
  played 600 games, 20305 / 30000 positions
  played 650 games, 21918 / 30000 positions
  played 700 games, 23644 / 30000 positions
  played 750 games, 25289 / 30000 positions
  played 800 games, 27066 / 30000 positions
  played 850 games, 28729 / 30000 positions
wrote 30000 WDL records to /root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp3.6.jnnw
