gen-data-wdl: n=30000 out=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp4.12.jnnw eval_depth=4 play_depth=10 max_plies=200 seed=7854273 nnue=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1681 / 30000 positions
  played 100 games, 3340 / 30000 positions
  played 150 games, 4937 / 30000 positions
  played 200 games, 6558 / 30000 positions
  played 250 games, 8158 / 30000 positions
  played 300 games, 9916 / 30000 positions
  played 350 games, 11530 / 30000 positions
  played 400 games, 13208 / 30000 positions
  played 450 games, 14934 / 30000 positions
  played 500 games, 16606 / 30000 positions
  played 550 games, 18317 / 30000 positions
  played 600 games, 20076 / 30000 positions
  played 650 games, 21719 / 30000 positions
  played 700 games, 23559 / 30000 positions
  played 750 games, 25319 / 30000 positions
  played 800 games, 26994 / 30000 positions
  played 850 games, 28747 / 30000 positions
wrote 30000 WDL records to /root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp4.12.jnnw
