gen-data-wdl: n=30000 out=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp4.14.jnnw eval_depth=4 play_depth=10 max_plies=200 seed=18553814 nnue=/root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0 label_depth_by_phase=(uniform eval_depth) play_depth_by_phase=(uniform play_depth)
  played 50 games, 1663 / 30000 positions
  played 100 games, 3318 / 30000 positions
  played 150 games, 5009 / 30000 positions
  played 200 games, 6728 / 30000 positions
  played 250 games, 8410 / 30000 positions
  played 300 games, 10160 / 30000 positions
  played 350 games, 11887 / 30000 positions
  played 400 games, 13552 / 30000 positions
  played 450 games, 15276 / 30000 positions
  played 500 games, 16954 / 30000 positions
  played 550 games, 18660 / 30000 positions
  played 600 games, 20342 / 30000 positions
  played 650 games, 21966 / 30000 positions
  played 700 games, 23650 / 30000 positions
  played 750 games, 25333 / 30000 positions
  played 800 games, 27084 / 30000 positions
  played 850 games, 28695 / 30000 positions
wrote 30000 WDL records to /root/jass/jobs/results/cpx62-0373-virtuous-loop-deep/artefacts.src/sp4.14.jnnw
