B:W23;24;26;28;29;33;34;37;38;39;42;47;48;49:B2;3;5;6;8;10;12;13;15;16;20;22;25;36,2-7-,22-27-,-3,16-21-,3,12-17-,-6,16-21-,10
W:W24;26;29;31;34;36;39;40;41;42;43;44;45;46;47:B1;2;4;7;8;9;10;11;13;17;18;21;22;25;28,42-38-,42-38-,-14,42-38-,-14,31-27-,35,31-27-,39
W:W27;30;33;34;35;36;37;38;40;41;42;43;45;46;47;48;50:B2;4;5;6;7;8;9;11;15;16;18;19;20;23;24;25;26,50-44-,37-31-,-2,27-22-,125,50-44-,-1,27-22-,109
B:W26;28;29;32;33;34;35;36;37;38;39;40;41;44;45;46;47;48;49:B2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;22;25,15-20-,19-23-,5,22-27-,57,19-23-,3,22-27-,49
W:W23;24;28;29;34;35;36;37;48:B8;9;10;12;13;17;18;25;26,37-31-,37-31-,79,37-31-,151,37-31-,68,37-31-,147
W:W23;24;26;29;31;33;34;35;36;38;39;43;44;48;49:B2;3;5;8;9;10;11;12;13;14;17;18;22;25;27,48-42-,35-30-,3,26-21-,108,23-19-,113,23-19-,93
W:W25;28;32;33;34;37;38;39;40;42;43;44;47:B2;4;7;8;9;13;14;15;18;21;24;26;31,28-23-,28-23-,-5,47-41-,3,28-23-,-1,47-41-,12
W:W24;26;28;29;33;34;36;38;39;41;42;46:B8;9;10;13;15;17;18;19;20;22;25;27,41-37-,42-37-,-46,42-37-,-32,41-37-,-38,28-23-,133
W:W36;39;40;44;45;49:B4;7;9;12;13;14;18;20;22;25;30;33;38,39-10-12.13.14.22.33,39-10-12.13.14.22.33,102,39-10-12.13.14.22.33,120,39-10-12.13.14.22.33,87,39-10-12.13.14.22.33,100
B:W22;25;28;31;32;33;37;38;39;40;41;42;43;45;48:B3;6;8;9;10;11;12;13;14;15;16;19;23;24;26,12-17-,11-17-,-3,24-29-,88,11-17-,-4,24-29-,98
W:W21;25;26;33;34;37;38;39;42;44:B1;3;8;12;13;17;18;19;23;24,33-29-,37-32-,11,33-29-,0,33-29-,6,33-29-,0
W:W22;28;30;32;33;34;35;36;37;38;40;42;43;45;48;49:B3;6;8;9;10;11;13;14;16;19;20;21;23;24;25;26,34-29-,34-29-,-2,37-31-,162,37-31-,12,37-31-,152
W:W25;27;28;30;32;33;34;35;37;38;39;43:B3;8;13;14;15;16;18;19;21;23;24;26,27-22-,34-29-,2,34-29-,-32,34-29-,-6,34-29-,-17
W:W25;27;28;30;32;33;35;37;38;39;45;48:B3;9;12;13;14;16;17;18;19;21;23;24,45-40-,39-34-,3,39-34-,4,39-34-,1,39-34-,-11
