W:W20;24;28;29;32;33;36;44;47;49:B5;7;8;9;12;14;17;18;21;26,20-15-,20-15-,27,28-23-,130,28-23-,77,28-23-,134
B:W22;25;27;30;32;33;35;36;37;38;39;45:B6;9;11;12;13;14;16;18;19;23;24;26,11-17-,24-29-,103,24-29-,128,24-29-,105,24-29-,132
W:W24;27;28;29;37;38:B7;8;13;18;19;26,28-23-,27-21-,105,27-21-,84,27-21-,137,27-21-,140
W:W16;25;26;27;30;34;35;38;39;40;48:B7;13;14;15;17;18;19;23;28;29,30-24-,38-33-,113,27-22-,184,38-33-,113,38-33-,163
W:W25;28;32;33;35;36;37;38;39;40;41;42;44;45;46;47;48;49:B2;3;4;6;8;9;10;11;12;13;14;15;16;17;19;23;24;26,49-43-,37-31-,3,32-27-,23,32-27-,60,32-27-,18
W:W23;27;28;31;32;34;35;36;37;38;39;42;43;44;49:B2;3;6;8;9;11;12;14;15;16;18;19;20;25;26,34-30-,27-21-,44,27-21-,43,27-21-,80,27-21-,40
W:W26;29;33;34;36;37;38;39;41;42;43;44;45;46;48;49:B2;3;4;6;7;10;11;12;13;15;18;19;22;23;25;27,37-31-,44-40-,-13,29-24-,89,29-24-,81,29-24-,85
W:W26;29;31;32;33;34;35;36;38;39;42;43;44;45;47;49:B2;3;6;7;10;11;12;13;14;16;18;19;20;22;24;25,32-28-,31-27-,-1,29-23-,216,29-23-,225,29-23-,207
W:W22;27;28;29;32;33;35;36;37;38;39;40;42;43;45;47;48:B1;3;4;8;9;11;12;13;15;16;18;19;20;21;24;25;26,36-31-,29-23-,69,29-23-,73,29-23-,93,29-23-,72
W:W27;28;34;37;38;39;40;43;44;47;50:B3;4;7;8;9;12;14;17;19;24;36,37-31-,38-32-,0,28-23-,62,28-23-,60,28-23-,63
W:W29;30;31;32;34;35;36;37;38;40;42;43;44;45;47;48:B2;3;6;7;8;9;10;13;14;15;16;17;19;20;21;26,30-25-,29-23-,-7,32-27-,35,32-27-,43,32-27-,8
W:W23;24;26;28;29;33;34;36;39;41;42;43;47;48;49:B2;3;6;7;8;11;12;13;14;15;16;17;20;25;27,49-44-,23-18-,51,23-18-,61,23-18-,43,23-18-,54
W:W26;28;29;33;34;35;36;38;39;41;42;44;47;48;49;50:B2;3;4;6;7;8;10;12;13;15;17;18;20;22;24;27,50-45-,41-37-,0,38-32-,46,38-32-,33,38-32-,15
B:W25;27;28;30;31;32;34;35;36;38;40;42;43;44;45;47;49:B1;3;5;6;8;9;10;11;12;13;14;15;16;18;19;23;29,19-24-,12-17-,0,19-24-,191,19-24-,182,19-24-,181
W:W22;28;29;31;32;33;34;35;37;38;39;40;42;43;44:B4;6;7;9;10;11;13;14;15;17;18;19;20;24;26,31-27-,32-27-,-38,35-30-,87,35-30-,79,35-30-,74
W:W21;28;30;32;33;35;36;37;39;49:B2;4;7;12;13;17;19;24;26;29,32-27-,32-27-,81,32-27-,79,32-27-,81,32-27-,86
W:W26;27;28;32;33;34;35;38;39;40;42;45;48:B8;9;12;13;15;16;17;18;19;20;23;24;25,48-43-,27-22-,165,27-22-,168,27-22-,165,27-22-,188
W:W26;28;31;32;33;34;35;36;38;39;40;42;43;44;45;48:B6;7;8;9;10;12;13;15;16;17;18;20;21;22;24;25,34-30-,34-30-,96,34-30-,192,34-30-,100,34-30-,202
W:W25;26;27;29;30;31;35;37;41;42;43;45:B3;6;8;9;11;12;13;14;16;17;18;20,30-24-,30-24-,43,30-24-,43,30-24-,41,30-24-,40
B:W23;24;26;29;33;34;35;36;37;38;39;44;45;49:B3;5;7;8;10;12;13;14;15;17;18;20;25;27,14-19-,14-19-,-8,27-31-,78,14-19-,-2,14-19-,78
W:W25;26;27;32;33;35;38;39;40;41;42;43;47:B6;8;12;13;14;15;16;18;19;22;23;24;36,32-28-,32-28-,1,26-21-,45,26-21-,62,26-21-,42
W:W25;26;28;31;33;36;38;39;43;46;47;48;49:B2;6;8;9;11;12;13;17;19;22;23;24;27,39-34-,39-34-,-12,39-34-,-8,39-34-,-9,39-34-,-4
B:W28;29;31;33;34;35;36;37;38;39;40;44;45;47;48;49:B2;3;6;7;8;12;13;14;15;16;18;19;20;21;24;25,18-23-,12-17-,12,3-9-,6,18-23-,11,18-23-,8
W:W25;28;30;35;36;37;38;39;40;41;42;43;45;46;47;48;49:B1;2;3;4;7;8;9;10;11;12;13;14;17;19;23;24;26,39-33-,37-31-,-1,28-22-,45,28-22-,67,28-22-,38
B:W25;27;28;32;33;35;37;38;39;41;42;44;45;48:B3;5;6;9;11;12;13;16;18;19;21;23;24;26,12-17-,12-17-,3,9-14-,7,9-14-,10,9-14-,7
W:W24;27;29;33;34;35;36;37;38;39;40;44:B2;3;4;7;8;10;12;13;15;17;18;20,38-32-,27-21-,1,27-21-,43,27-21-,1,27-21-,35
W:W22;28;31;32;35;36;38;39;40;42;44;45;48:B3;7;8;9;13;14;15;16;19;21;23;24;29,31-27-,31-26-,12,35-30-,76,35-30-,30,35-30-,91
B:W24;27;29;32;33;34;35;36;37;38;39;40;41;42;46;48;49:B1;2;4;7;8;9;12;13;15;16;17;18;20;21;23;25;26,17-22-,17-22-,6,17-22-,0,1-6-,4,17-22-,2
B:W22;27;28;29;32;33;35;36;37;39;43;45;48:B3;6;8;9;11;13;14;15;16;19;20;21;24,8-12-,8-12-,0,11-17-,4,11-17-,32,11-17-,47
W:W26;29;30;31;34;35;36;38;39;41;44;45;46;48;49:B3;6;11;12;13;14;16;17;18;19;22;23;25;27;28,38-33-,38-33-,0,38-33-,10,38-33-,3,38-33-,8
W:W27;28;30;32;33;34;35;37;38;40;41;44;45;46;47;48;49;50:B1;2;3;4;5;6;9;10;12;13;15;16;18;19;21;23;24;25,27-22-,37-31-,-1,27-22-,37,27-22-,38,27-22-,33
W:W25;27;28;30;31;32;33;35;36;38;39;44;45;47;48:B2;3;4;6;7;8;13;14;15;16;18;19;23;24;26,48-42-,48-42-,29,48-42-,55,48-42-,25,48-42-,51
W:W35;36;45:B7;9;15;18;20;25;30;40,35-24-30,35-24-30,90,35-24-30,96,35-24-30,114,35-24-30,114
W:W27;28;30;32;33;34;35;38;45:B3;7;9;12;13;17;19;20;23,30-24-,30-25-,-45,27-22-,25,27-22-,24,27-22-,20
W:W24;26;28;29;32;33;34;37;39;40;42;45;47;48:B2;4;6;7;8;9;10;12;13;17;18;19;22;25,40-35-,40-35-,0,40-35-,-10,40-35-,0,42-38-,5
W:W27;28;32;33;34;35;37;38;39;40;41;44;45;46;47;49;50:B2;3;4;6;7;9;11;12;13;14;16;18;19;21;23;24;26,41-36-,34-30-,-9,41-36-,-5,34-30-,-6,34-29-,57
W:W25;27;28;30;32;33;34;35;37;38;39;43;48:B3;8;9;13;14;15;16;18;19;21;23;24;26,27-22-,34-29-,-5,34-29-,-23,34-29-,-5,34-29-,-10
W:W10;25;32;33;35;37;38;39;43:B8;9;12;13;16;21;26;28;31;34,32-23-28,32-23-28,-24,32-23-28,-29,32-23-28,-53,32-23-28,-74
W:W23;24;29;31;32;36;37;39;42;44;47;48:B3;6;7;8;9;12;15;16;17;18;21;26,31-27-,44-40-,23,23-19-,25,39-34-,25,32-27-,63
W:W27;33;34;36;37;38;39;40;45;48:B2;11;12;13;14;23;24;25;26;29,48-43-,37-31-,76,37-31-,141,37-31-,100,37-31-,139
W:W21;24;28;29;37;38:B7;8;13;18;19;26,28-23-,28-23-,177,28-23-,211,28-23-,169,28-23-,221
W:W26;31;33;34;35;36;37;38;39;42;43;44:B11;12;14;17;18;19;22;23;24;25;27;28,33-29-,37-32-,115,37-32-,138,37-32-,116,37-32-,170
W:W26;27;33;37;38;39;45:B8;9;11;13;14;17;23,27-22-,27-22-,7,27-21-,72,27-21-,64,27-21-,64
B:W22;29;32;33;34;35;36;38;39;40;41;42;43;44;45;47;49:B1;2;3;6;7;8;9;11;13;14;15;16;19;20;21;24;25,7-12-,11-17-,7,13-18-,50,13-18-,66,13-18-,53
W:W16;25;27;30;33;35;37;38;42;43;48:B3;7;9;11;12;13;14;15;18;22;23,37-32-,43-39-,-10,25-20-,21,43-39-,-9,25-20-,9
B:W26;28;31;32;33;34;35;36;38;39;40;43;45;48:B6;7;8;15;16;17;18;19;20;21;22;23;24;25,7-11-,24-29-,146,24-29-,152,24-29-,148,24-29-,167
W:W24;26;27;29;32;34;39;40;41;42;43;44;45;47;48;49:B1;2;4;7;8;9;10;12;13;15;16;18;20;22;23;25,43-38-,40-35-,0,41-36-,3,26-21-,96,26-21-,122
W:W27;28;32;33;34;35;37;38;40;42;43;45;48:B4;6;9;10;11;12;13;15;16;19;23;24;26,37-31-,34-29-,2,34-29-,1,34-29-,-4,27-21-,2
W:W25;26;30;35;36;37;38;40;42;44;45;46;47:B5;6;8;11;13;14;15;16;17;18;19;24;27,44-39-,40-34-,-2,26-21-,83,26-21-,46,26-21-,65
W:W24;26;27;28;31;32;38;39;40;41;42;43;44;46;48;49;50:B2;4;6;7;8;9;10;11;12;13;15;16;17;18;19;21;25,39-33-,40-35-,-3,38-33-,90,38-33-,96,38-33-,60
W:W25;26;29;31;33;34;36;37;38;39;41;42;43;45;46;48:B2;6;7;10;12;13;14;15;16;17;18;19;22;23;27;28,37-32-,37-32-,39,37-32-,53,37-32-,34,37-32-,48
B:W25;27;28;32;33;35;37;38;39;41;42;44;48:B3;4;6;11;13;14;16;17;18;19;23;24;26,17-21-,17-22-,1,17-21-,1,17-21-,5,17-22-,42
W:W27;28;32;33;34;37;38;42;43;48:B8;9;13;15;16;18;19;20;21;23,37-31-,37-31-,6,34-29-,29977,34-29-,34,34-29-,34
B:W24;27;31;32;33;34;35;37;38;39;40;41;42;43;44;45:B2;3;4;5;6;8;10;11;13;16;17;18;21;23;25;26,4-9-,23-28-,162,23-28-,137,23-28-,149,23-28-,171
W:W15;24;25;26;31;34;35;36;41;43;46;48:B4;7;9;12;13;14;17;18;22;27;28;32,24-20-,34-30-,-4,25-20-,166,25-20-,121,25-20-,145
W:W26;31;33;34;36;37;39;40;43;44;45;46;49:B4;8;9;10;11;13;18;20;22;23;25;27;28,26-21-,40-35-,-3,26-21-,86,40-35-,0,26-21-,92
W:W24;26;31;34;36;37;38;39;40;41;42;43;45;46;48;49:B1;2;6;7;8;9;10;12;13;15;17;18;20;22;23;27,34-29-,39-33-,-2,38-32-,208,38-32-,198,38-32-,214
W:W16;26;33;34;35;37;38;39;43;45;47;48:B1;3;7;8;9;10;11;17;19;20;23;36,34-29-,33-29-,0,47-41-,97,47-41-,15,47-41-,92
B:W25;27;28;32;33;34;35;38;39;40;41;42;43;45;47;48:B2;3;4;6;7;9;10;11;12;13;14;18;19;23;24;26,10-15-,10-15-,2,10-15-,4,10-15-,5,10-15-,4
W:W16;27;28;30;32;34;35;37;38;39:B7;12;13;14;18;19;21;23;24;25,39-33-,27-22-,137,27-22-,29985,27-22-,137,27-22-,29985
W:W25;27;28;32;33;35;37;38;39;40;42;44;45;47;48:B2;3;6;8;9;10;12;13;14;16;17;18;19;23;24,27-22-,27-22-,49,37-31-,-2,37-31-,0,40-34-,-4
W:W27;28;32;33;38;39;40;42;44;47;48;50:B3;6;11;12;13;14;16;18;19;24;30;35,27-22-,27-22-,31,39-34-,238,27-22-,103,27-22-,157
W:W26;31;34;35;36;38;41;46;48;49:B12;13;14;17;18;22;23;25;27;28,49-44-,34-29-,79,34-29-,29975,34-29-,119,34-29-,216
B:W26;29;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;49:B1;2;4;7;8;9;10;12;13;14;16;17;18;19;20;22;24;25,22-28-,22-28-,106,22-28-,90,22-28-,71,22-28-,73
W:W18;22;28;31;36;42;48:B3;7;8;9;13;14;15;16;19;21;27,28-23-,28-23-,72,28-23-,81,28-23-,60,28-23-,91
W:W23;24;27;29;30;34;36;37;39;40;43;45;47:B6;8;9;10;11;13;14;15;16;17;20;25;26,47-42-,47-41-,38,27-21-,77,47-41-,38,27-21-,80
W:W19;24;29;31;32;34;35;36;37;38;39;41;42;43;47;48;49;50:B2;4;6;7;8;9;10;12;13;15;16;18;20;21;22;25;26,31-27-,31-27-,3,32-27-,167,32-27-,199,32-27-,190
W:W26;27;28;30;31;33;34;35;36;38;43;45;46;47;48:B6;7;8;9;11;12;13;16;18;19;20;21;22;24;25,28-17-22,28-17-22,-42,28-17-22,102,28-17-22,84,28-17-22,111
B:W24;26;29;32;33;34;36;37;38;39;41;43;44;45;47;48;49:B2;5;6;8;9;10;11;12;13;15;16;17;18;21;22;23;25,21-27-,10-14-,8,22-28-,43,22-28-,113,22-28-,31
W:W15;27;29;32;33;34;36;37;38;39;42;43;44;45;46;48:B2;4;7;8;9;10;12;13;14;16;17;18;21;23;26;35,46-41-,44-40-,0,44-40-,-3,44-40-,1,44-40-,2
W:W36;45:B7;9;15;18;25;29;40,45-1-7.18.29.40,45-1-7.18.29.40,90,45-1-7.18.29.40,97,45-1-7.18.29.40,114,45-1-7.18.29.40,119
W:W25;26;29;30;31;34;36;38;39;40;41;43;46;48;49:B2;3;7;10;11;12;13;14;17;18;19;20;22;23;27,39-33-,39-33-,0,38-32-,-1,39-33-,3,39-33-,-2
B:W22;26;28;32;33;34;35;36;37;38;39;43;44;45;48;49:B2;3;6;8;9;11;13;14;15;16;17;19;20;23;24;25,16-21-,16-21-,26,16-21-,36,16-21-,26,16-21-,29
W:W27;28;32;33;36;37;38;39;42;43;44;45;47;48:B2;3;7;9;10;11;12;13;16;18;19;23;24;25,37-31-,37-31-,-5,27-22-,63,37-31-,-3,27-22-,19
W:W25;27;28;30;32;33;35;36;37;38;39;43:B3;8;13;14;16;17;18;19;21;23;24;26,39-34-,39-34-,2,39-34-,-9,39-34-,-3,39-34-,-5
W:W25;27;28;30;32;33;35;36;37;38;39;45;48:B3;6;9;11;13;14;15;16;18;19;23;24;26,45-40-,39-34-,-2,39-34-,-4,45-40-,-3,28-22-,-5
W:W22;27;28;29;30;31;33;34;38;43;49:B5;7;10;11;12;13;14;17;18;20;25,31-26-,43-39-,-58,29-23-,151,29-23-,24,29-23-,58
W:W25;26;28;30;33;35;36;38;39;41;42;43;44;45;47;49;50:B2;3;4;6;7;8;9;11;12;14;15;17;19;20;22;23;27,45-40-,42-37-,-14,36-31-,39,36-31-,63,36-31-,25
W:W22;24;29;37;38:B7;8;13;17;18;19,22-2-7.17,22-2-7.17,154,22-2-7.17,130,22-2-7.17,153,22-2-7.17,158
B:W25;28;31;32;33;34;35;36;37;38;42;43;44;45;47;48;49:B2;3;4;6;7;8;9;10;11;12;13;14;17;19;20;22;26,20-24-,22-27-,100,22-27-,56,22-27-,77,22-27-,45
W:W21;26;33;37;38;39;45:B9;11;12;13;14;17;23,21-16-,37-32-,-4,21-16-,124,21-16-,55,21-16-,101
W:W27;29;32;33;35;37;38;39;40;43;45;46;47;48:B2;4;6;8;9;12;15;16;18;20;21;22;24;26,48-42-,37-31-,171,37-31-,164,37-31-,175,37-31-,166
W:W23;26;28;33;35;36;37;38;39;40;42;43;45;47;48;49:B2;3;4;6;7;8;10;11;12;13;14;15;17;19;22;27,35-30-,36-31-,65,36-31-,55,23-18-,43,23-18-,49
W:W22;27;28;33;35;36;37;38;39;40;41;42;43;44;45;46;48:B2;3;4;6;7;8;9;10;11;13;14;15;16;17;19;20;26,28-23-,28-23-,111,28-23-,100,28-23-,117,28-23-,101
W:W25;27;32;33;34;39;42;43;47;48;49:B2;3;8;10;11;16;18;19;21;23;30,33-28-,34-29-,116,34-29-,131,34-29-,116,34-29-,123
W:W27;28;30;32;33;34;35;36;37;38;40;45:B8;12;13;15;16;17;18;19;20;24;25;26,27-21-,27-21-,32,27-21-,7,27-21-,32,27-21-,9
W:W27;28;32;33;34;37;38;42;43;48:B6;12;13;15;16;17;19;21;23;24,37-31-,37-31-,2,34-29-,122,37-31-,-2,34-29-,79
B:W26;27;28;30;32;34;35;36;38;40;42;45;48:B6;8;11;12;13;14;15;16;17;18;19;23;29,29-33-,29-33-,65,29-33-,100,29-33-,81,29-33-,98
W:W25;29;30;32;33;34;36;37;38;39;40;42;44;45;47;48:B3;5;8;9;10;13;14;15;16;17;18;20;21;23;26;27,33-28-,36-31-,19,36-31-,18,33-28-,3,36-31-,37
W:W25;26;30;31;33;34;35;36;37;39;45;46;47;48;49:B2;3;7;8;9;11;14;15;17;18;19;22;23;27;28,33-29-,33-29-,-8,34-29-,87,34-29-,86,34-29-,83
W:W23;24;26;28;29;33;34;36;38;40;41;43;45;48:B2;3;4;7;8;12;13;14;15;16;17;20;25;27,43-39-,43-39-,-5,23-18-,43,43-39-,-6,23-18-,4
W:W24;26;28;29;33;34;35;36;38;41;42;43;44;47;48;49;50:B2;3;4;6;7;8;9;12;13;15;17;18;19;20;22;25;27,43-39-,44-39-,-7,38-32-,0,38-32-,24,43-39-,-14
W:W23;26;30;33;36;37;38;39;40;41;42;43;44;45;47;48;49;50:B2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;20;22;27,37-31-,33-29-,-3,36-31-,58,23-19-,85,23-19-,63
W:W24;27;28;29;32;34;36;37;38;39;42;43;45;46;48:B3;6;7;8;12;13;15;16;17;18;19;20;21;23;25,27-22-,27-22-,-2,27-22-,20,27-22-,16,27-22-,20
W:W26;27;28;32;33;34;35;36;38;39;44;45;47;48:B3;6;8;10;11;12;13;16;17;18;19;23;24;25,44-40-,27-22-,96,27-22-,165,27-22-,137,27-22-,176
W:W25;31;33;34;35;36;38;42;43;47;48:B2;3;11;12;13;14;15;18;22;23;27,34-29-,43-39-,-5,42-37-,-8,33-29-,-6,25-20-,115
W:W27;28;30;32;33;34;35;37;38;40;41;44;45;46;47;48;49;50:B1;2;3;4;5;6;9;10;12;13;15;16;18;19;21;23;24;25,27-22-,37-31-,-1,27-22-,29,27-22-,38,27-22-,33
B:W25;26;28;30;32;33;35;36;38;39;40;42;46;47;48;49;50:B3;4;5;6;7;8;9;11;12;14;17;18;19;21;22;24;27,18-23-,18-23-,10,14-20-,118,14-20-,55,14-20-,114
W:W26;31;34;35;36;38;41;43;44;46;49:B3;11;12;13;14;17;18;22;23;27;28,44-39-,44-40-,-2,34-29-,45,44-39-,-11,34-29-,53
W:W26;29;32;34;37;38;42;44;45;47;48;50:B4;7;8;9;11;16;17;20;22;24;35;36,44-40-,44-40-,11,44-40-,14,44-40-,15,44-40-,12
W:W35;36;38;46;48;49:B12;13;14;22;25;27;29;34,36-31-,36-31-,278,36-31-,29981,36-31-,208,36-31-,265
W:W26;28;29;31;33;36;38;40;43;44;45;46;48;49;50:B2;4;6;7;9;10;12;14;15;17;18;19;20;22;27,29-24-,29-24-,97,29-24-,96,29-24-,93,29-24-,91
W:W26;29;30;31;33;34;35;36;38;41;46;48;49;50:B2;3;7;11;12;13;14;17;18;19;22;23;25;27,50-44-,48-43-,-3,48-43-,0,49-44-,-3,48-43-,-5
B:W25;26;27;34;35;36;39;40;41;42;43;44;45;48:B3;4;5;6;8;9;10;13;14;15;16;17;18;24,18-22-,18-22-,9,18-22-,9,18-22-,10,18-22-,10
W:W25;27;28;30;32;33;35;36;37;38;39;40;41;42;43;45;46;48:B1;3;4;5;6;8;9;12;13;14;15;16;17;18;19;23;24;26,27-22-,27-22-,34,27-22-,40,27-22-,36,27-22-,39
W:W25;26;30;31;33;35;36;38;39;41;43;45;46;47;48;49:B1;2;3;4;7;11;12;13;14;15;17;18;22;23;27;28,45-40-,45-40-,-19,30-24-,-6,33-29-,-11,33-29-,-11
W:W27;28;29;32;33;35;36;37;38;39;42;43;44;45;48;50:B3;4;6;8;9;10;11;12;13;15;16;18;19;20;24;26,45-40-,37-31-,3,27-21-,80,29-23-,86,29-23-,64
W:W27;28;30;34;35;36;37;38;39;40;42;43;45;48:B6;8;9;10;12;13;14;17;18;19;20;24;25;26,27-22-,38-32-,5,27-22-,118,38-32-,8,27-22-,152
W:W26;29;30;34;35;37;38;39;44;46;47;48;49:B1;3;5;10;11;12;13;17;18;22;25;28;36,38-33-,38-33-,-3,38-33-,2,26-21-,101,26-21-,89
W:W25;27;29;30;33;34;36;37;39;41;42;46;47;48;49:B2;6;7;9;10;11;12;13;15;16;18;19;21;23;26,37-32-,33-28-,0,37-32-,2,33-28-,0,30-24-,25
W:W22;27;28;32;33;35;36;37;38;40;43:B3;6;8;11;12;13;17;19;23;24;26,43-39-,43-39-,-1,37-31-,94,43-39-,-1,43-39-,-30
W:W21;29;30;34;38;40;43;44;45;46;47;48;49:B4;7;9;12;13;14;16;18;19;20;22;25;36,48-42-,38-33-,-43,44-39-,-52,44-39-,-41,43-39-,-40
W:W25;27;28;30;32;33;34;35;37;38;39;41;43:B3;9;12;13;14;15;16;18;19;21;23;24;26,41-36-,41-36-,-3,41-36-,-18,34-29-,1,41-36-,-15
W:W25;27;28;30;32;33;34;35;36;37;38;39;43:B6;9;11;12;13;14;16;18;19;20;23;24;26,36-31-,28-22-,-37,36-31-,4,36-31-,-20,34-29-,-36
W:W21;27;28;29;30;31;33;34;35;38;43;44:B2;5;6;7;10;12;13;14;17;18;20;25,31-26-,29-23-,10,29-23-,34,31-26-,-4,31-26-,3
W:W24;27;28;29;34;37;39;43;47;49;50:B2;3;4;7;12;13;14;15;17;18;25,28-23-,28-23-,10,28-23-,-15,28-23-,-8,28-22-,11
W:W25;27;32;33;35;37;38;39;40;42;45;48:B3;6;8;11;13;14;17;18;19;23;24;26,27-22-,27-22-,-8,27-22-,40,27-22-,4,27-22-,28
B:W23;24;26;29;32;33;34;35;37;39;42;44;46;47:B2;4;5;6;8;11;12;13;15;16;17;18;25;31,5-10-,13-19-,6,15-20-,69,15-20-,62,15-20-,82
W:W16;26;33;37;38;39;45:B9;11;12;13;14;17;23,16-29-11.12.23,16-29-11.12.23,207,16-29-11.12.23,234,16-29-11.12.23,210,16-29-11.12.23,247
B:W27;29;30;32;33;34;35;37;39;42;43;44;50:B3;7;8;9;12;13;15;17;18;19;20;23;25,17-22-,7-11-,3,23-28-,116,23-28-,101,23-28-,102
W:W24;26;28;29;31;32;34;37;39;41;43;44;45:B2;4;6;7;8;9;10;13;15;16;19;20;25,26-21-,26-21-,90,26-21-,88,26-21-,81,26-21-,95
W:W31;32;33;34;35;36;37;42;43:B9;11;14;15;16;19;21;23;26,33-29-,31-27-,9,31-27-,1,33-28-,16,33-29-,22
W:W25;39;42;43;47;48;49:B2;3;8;10;11;16;19;21;29;30;34,43-38-,43-38-,121,43-38-,125,43-38-,117,43-38-,113
W:W22;26;30;32;34;35;37;38;40;45;47;49:B8;10;11;12;13;14;16;19;23;25;29;36,49-43-,49-43-,-1,22-17-,50,22-17-,10,22-17-,50
W:W27;32;37;42;43;48:B6;12;13;15;16;19;21;24;28;34,32-14-19.28,32-14-19.28,37,32-14-19.28,29979,32-14-19.28,112,32-14-19.28,66
B:W22;27;28;34;35;37;39;40;42;43;44;45;49:B2;3;4;6;8;9;13;15;18;19;20;24;25;26,6-11-,18-23-,64,18-23-,213,18-23-,186,18-23-,190
B:W24;27;29;32;33;34;35;36;37;38;40;42;43;44;45;46;47:B1;2;4;7;8;9;12;13;14;15;16;17;18;20;23;25;26,7-11-,7-11-,75,23-28-,121,23-28-,138,23-28-,130
W:W24;26;27;31;33;34;36;37;39;40;43;44:B6;8;9;10;13;15;16;17;18;22;23;25,37-32-,37-32-,43,27-21-,112,27-21-,112,27-21-,126
W:W24;26;33;36;39;40;41;45;48:B2;3;4;7;8;13;14;15;16;17;20;23;27;43,41-37-,41-37-,20,41-37-,38,41-37-,27,41-37-,60
W:W27;28;32;33;37;38;39;40;50:B1;12;13;14;17;18;19;24;35,40-34-,40-34-,17,27-21-,76,27-21-,71,27-21-,62
W:W25;27;28;32;33;34;37;38;42;43;48:B1;8;11;13;14;15;16;18;19;21;23,33-29-,33-29-,15,34-29-,95,33-29-,10,34-29-,35
W:W27;28;35;36;37;38;41;42;43;48;50:B3;7;8;9;10;17;18;19;20;26;29,38-32-,43-39-,0,36-31-,-8,27-21-,18,28-23-,29985
W:W27;28;30;32;33;34;35;37;38;39;40;45;47;48:B2;3;7;9;10;12;13;14;16;18;19;21;23;24,30-25-,30-25-,-4,27-22-,151,27-22-,46,27-22-,145
W:W25;27;32;33;34;35;36;38;39;40;49:B4;5;6;7;8;9;13;15;16;18;23,36-31-,33-28-,-3,25-20-,36,33-28-,18,25-20-,32
W:W28;30;34;35;39;40;41;45;46;47;48;49;50:B1;2;3;4;5;6;9;10;12;13;15;16;19;21;23;25;31;38,41-37-,41-37-,40,41-37-,37,41-37-,43,41-37-,41
W:W25;27;28;32;33;34;38;39;40;41;45;48:B2;6;7;8;10;13;14;16;18;19;23;24,41-37-,48-43-,15,25-20-,30,41-36-,-15,25-20-,35
W:W36;38;43;44;46;49:B3;11;12;13;14;22;25;27;29,36-31-,36-31-,62,36-31-,67,36-31-,77,36-31-,76
W:W27;28;30;32;33;35;38;40;42;44;48;50:B2;3;8;9;10;13;17;18;19;20;23;26,30-24-,40-34-,0,42-37-,-5,44-39-,1,30-24-,21
W:W30;48;49:B12;13;14;22;25;29;33;34,30-10-12.13.14.22.33.34,30-10-12.13.14.22.33.34,279,30-10-12.13.14.22.33.34,29987,30-10-12.13.14.22.33.34,29987,30-10-12.13.14.22.33.34,29987
W:W24;26;29;32;34;37;39;40;41;42;43;44;45;47:B2;4;6;8;9;10;11;13;15;16;18;22;23;25,41-36-,40-35-,1,24-20-,27,41-36-,0,24-20-,27
W:W23;24;27;29;32;34;38;39;40;41;42;43;45;46;47;48:B2;3;4;6;7;9;11;12;13;14;15;16;18;20;21;25,41-37-,32-28-,0,23-19-,51,23-19-,44,23-19-,49
W:W27;28;30;32;33;34;35;37;38;40;43;45;48;49:B3;4;8;9;13;14;16;17;19;20;21;24;25;26,43-39-,43-39-,0,27-22-,38,43-39-,2,27-22-,5
W:W24;26;27;31;33;34;36;37;38;39;40;43;44;49:B2;3;5;6;7;9;11;12;13;14;15;16;18;22,33-29-,38-32-,0,24-19-,62,27-21-,35,27-21-,54
W:W28;29;31;33;34;35;36;38;39;40;41;42;44;45;46;47;48;49:B1;2;3;4;6;7;8;9;10;11;13;15;16;19;20;21;24;25,29-23-,29-23-,46,29-23-,46,31-26-,0,35-30-,-2
W:W24;27;31;32;33;36;38;39;42;44;45;48;49:B6;7;8;9;12;15;16;17;18;20;21;22;25,31-26-,31-26-,16,33-28-,131,33-28-,99,33-28-,140
W:W25;27;32;33;37;38;42;46;47;48;49:B2;9;13;14;15;16;17;18;19;23;26,33-28-,33-29-,28,33-29-,22,33-29-,20,33-29-,15
W:W17;24;29;32;34;36;37;39;40;42;43;47;48;49:B2;6;7;8;9;10;13;15;16;19;20;25;26,32-28-,40-35-,11,34-30-,90,34-30-,152,34-30-,84
W:W26;27;28;30;31;32;33;35;37;40;41;43;44;45;46;48;49;50:B3;6;7;8;9;10;11;12;13;14;15;16;17;18;19;21;24;29,43-38-,30-25-,-9,43-38-,1,30-25-,-9,43-38-,0
W:W27;28;32;33;34;35;36;37;38;42;43;44;47;48;49;50:B2;3;4;6;8;12;13;14;15;16;17;18;19;23;24;26,37-31-,44-40-,-1,35-30-,5,44-40-,1,27-22-,22
W:W24;25;29;32;34;38;39;42;47:B3;7;13;15;17;19;21;22;31,38-33-,38-33-,-10,38-33-,112,38-33-,-11,38-33-,98
W:W25;27;28;30;32;33;34;35;37;38;39;42;43;45;48:B3;7;8;9;12;13;14;15;16;18;19;21;23;24;26,34-29-,27-22-,16,27-22-,24,34-29-,16,34-29-,14
W:W10;25;32;33;35;37;38;39;43:B6;9;12;13;16;17;20;26;28;34;36,33-11-17.28,25-3-9.20,154,25-3-9.20,141,25-3-9.20,166,25-3-9.20,165
